会員ID,購買日,品番,商品名,カラーコード,カラー名,サイズコード,サイズ名,店舗ブランドコード,店舗ブランド略称,商品ブランドコード,商品ブランド略称,購買点数,税抜金額,VS店舗ID,店舗名,MS店舗ID,販売担当者,担当者コード,売上ID,標準小売単価
RC00000912,2024-12-31,002451900601,サイドジップショルダーバッグ,01,O.WHT,099,F,00,MD,00,MD,1,9900,0000026,博多阪急,0061303,原田 茉実,009395,004714310220000100001,11000
RC00000912,2024-12-31,002460301701,シアーカットラメニットワンピース,09,BLK,003,S,00,MD,00,MD,1,11430,0000026,博多阪急,0061303,原田 茉実,009395,004714310220000200001,12700
RC00000874,2025-01-01,002210700401,ジャガードハイウエストパンツ,70,BRN,190,S,00,MD,00,MD,1,360,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004714673520000100001,8500
RC00000874,2025-01-01,002210700401,ジャガードハイウエストパンツ,72,BGE,191,M,00,MD,00,MD,1,360,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004714673520000200001,8500
RC00000874,2025-01-01,002230800501,シャーリングデザインイレヘムマーメイドスカート,50,BLU,191,M,00,MD,00,MD,1,510,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004714673520000300001,12000
RC00000874,2025-01-01,002230800501,シャーリングデザインイレヘムマーメイドスカート,60,PPL,191,M,00,MD,00,MD,1,510,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004714673520000400001,12000
RC00004055,2025-01-05,002462602301,2WAYオフショルZIPロングスリーブニット,09,BLK,099,F,00,MD,00,MD,1,6160,0000029,ルミネ有楽町ルミネ1,0060106,木村 南友,003001,004716791880000100001,7700
RC00004428,2025-01-25,002520301601,バイカラーリブマーメイドニットワンピース,09,BLK,004,M,00,MD,00,MD,1,13600,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004724574480000100001,13600
RC00003774,2025-01-31,002522602001,パール付フレアスリーブリブニット,09,BLK,099,F,00,MD,00,MD,1,6480,0000039,梅田エスト,0060801,白井 萌咲,008699,004726553880000100001,7200
RC00003774,2025-01-31,002520100801,フィットアンドフレアジャケット,79,D.BRN,003,S,00,MD,00,MD,1,15300,0000039,梅田エスト,0060801,白井 萌咲,008699,004726553880000200001,17000
RC00000874,2025-02-03,002330301701,ボリュームラッフルジャンプスーツ,72,BGE,004,M,00,MD,00,MD,1,860,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004727959270000100001,17200
RC00000874,2025-02-03,002420302301,2WAYミニシャギーニットミニワンピース,03,IVY,099,F,00,MD,00,MD,1,1637,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004727959270000200001,10000
RC00000874,2025-02-03,002452601201,2WAYフォールドラッフルロングスリーブニット,51,ICE,099,F,00,MD,00,MD,1,819,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004727959270000300001,6200
RC00003979,2025-02-03,002440301401,カーデセットドットキャミワンピース,01,O.WHT,003,S,00,MD,00,MD,1,5050,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004727960300000100001,14400
RC00000874,2025-02-06,002462601801,アシメ異素材ラッフルニット,09,BLK,099,F,00,MD,00,MD,1,1819,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004729535940000100001,8600
RC00004428,2025-02-07,002520302201,【MARY QUANTコラボ】デイジーフロッキーフ,84,MIX,004,M,00,MD,00,MD,1,18000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004729984290000100001,18000
RC00002773,2025-02-08,002512600401,オフショルミニシャギーニット,10,RED,099,F,00,MD,00,MD,1,6180,0000034,天王寺ミオ,0061401,宮本 千優,010732,004730208200000100001,6200
RC00002773,2025-02-08,002512600401,オフショルミニシャギーニット,05,GRY,099,F,00,MD,00,MD,1,6180,0000034,天王寺ミオ,0061401,宮本 千優,010732,004730208200000200001,6200
HAS0898662,2025-03-20,002522601101,【MARY QUANTコラボ】バイカラーカットアウト,01,O.WHT,099,F,00,MD,00,MD,1,6800,0000027,ルミネエスト新宿,0060101,MD ルミネエスト新宿,060027,004744566540000100001,6800
RC00003035,2025-03-29,002520800301,ラインフラワーバックレースアップ刺繍スカート,61,LVD,190,S,00,MD,00,MD,1,15013,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004747817350000100001,16800
RC00003035,2025-03-29,002420100301,フェイクスエードコンパクトライダースジャケット,72,BGE,002,XS,00,MD,00,MD,1,8043,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004747817350000200001,15000
RC00001122,2025-04-05,002521800501,プラットフォームクロスサンダル,03,IVY,036,36,00,MD,00,MD,1,11700,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004750718860000100001,13000
RC00001334,2025-04-06,002530300501,異素材ドッキングオフショルニットハーフスリーブワ,72,BGE,003,S,00,MD,00,MD,1,15120,0000327,ピオレ姫路,0062101,村岡 愛美,007532,004750882720000100001,16800
RC00001334,2025-04-06,002520100101,ショートトレンチ,03,IVY,003,S,00,MD,00,MD,1,15480,0000327,ピオレ姫路,0062101,村岡 愛美,007532,004750882720000200001,17200
RC00002915,2025-04-14,002532800301,ツィードニットカーデ,09,BLK,099,F,00,MD,00,MD,1,8600,0000323,ルミネ横浜,0060105,塚本 菜実,010098,004753947010000100001,8600
RC00001122,2025-04-15,002521800501,プラットフォームクロスサンダル,03,IVY,036,36,00,MD,00,MD,-1,-11700,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004754496120000100001,13000
RC00003689,2025-05-26,002532800101,2WAYシアーコンパクトカーディガン,01,O.WHT,099,F,00,MD,00,MD,1,6300,0000026,博多阪急,0061303,山口 可蓮,011116,004770115820000100001,6300
RC00002720,2025-06-03,002530300701,花柄バックレースアップワンピース,04,L.GRY,004,M,00,MD,00,MD,1,14400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004773467540000100001,16000
RC00002720,2025-06-03,002530300701,花柄バックレースアップワンピース,09,BLK,004,M,00,MD,00,MD,1,14400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004773467540000200001,16000
RC00001052,2025-06-11,002530400701,チュールフリルトップス,01,O.WHT,099,F,00,MD,00,MD,1,8600,0000027,ルミネエスト新宿,0060101,仲田 桃子,006338,004776571570000100001,8600
RC00002720,2025-08-10,002520801401,裾チュールレースマーメイドスカート,08,C.GRY,191,M,00,MD,00,MD,1,11700,0000027,ルミネエスト新宿,0060101,吉澤 佳世,008271,004799510350000100001,13000
RC00002720,2025-08-10,002540400301,オーガンジー配色メローブラウス,05,GRY,099,F,00,MD,00,MD,1,10800,0000027,ルミネエスト新宿,0060101,吉澤 佳世,008271,004799510350000200001,12000
RC00000697,2025-08-15,002550400801,カーデセットノースリシャツ,01,O.WHT,099,F,00,MD,00,MD,1,13000,0000027,ルミネエスト新宿,0060101,小野 百合子,010379,004801302610000100001,13000
RC00000697,2025-08-15,002550400801,カーデセットノースリシャツ,01,O.WHT,099,F,00,MD,00,MD,-1,-13000,0000027,ルミネエスト新宿,0060101,小野 百合子,010379,004801302630000100001,13000
RC00000697,2025-08-15,002550400801,カーデセットノースリシャツ,01,O.WHT,099,F,00,MD,00,MD,1,11700,0000027,ルミネエスト新宿,0060101,小野 百合子,010379,004801302650000100001,13000
RC00000697,2025-08-15,002542600101,オフショルドロストニット,09,BLK,099,F,00,MD,00,MD,1,6840,0000027,ルミネエスト新宿,0060101,小野 百合子,010379,004801302650000200001,7600
RC00002720,2025-09-21,002540400301,オーガンジー配色メローブラウス,05,GRY,099,F,00,MD,00,MD,1,10800,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004814564160000100001,12000
RC00003907,2025-09-26,002552600901,ベルテッドオフタートルニット,70,BRN,099,F,00,MD,00,MD,1,12000,0000329,FCソラリアプラザ,0036401,甲斐 愛加,891427,004816396920000100001,12000
RC00003907,2025-09-26,002550801601,ベルト付きチェックプリーツミニスカパン,70,BRN,191,M,00,MD,00,MD,1,13000,0000329,FCソラリアプラザ,0036401,甲斐 愛加,891427,004816396920000200001,13000
RC00002720,2025-10-11,002560800701,フロッキープリントフレアスカート,09,BLK,191,M,00,MD,00,MD,1,14400,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004822169830000100001,16000
RC00001860,2025-10-25,002550100401,フィットアンドフレアジャケット,70,BRN,004,M,00,MD,00,MD,1,17000,0000028,ルクア大阪,0061001,MD ルクア大阪,060028,004827354770000100001,17000
RC00002749,2025-11-15,002550100401,フィットアンドフレアジャケット,75,CML,003,S,00,MD,00,MD,1,15300,0000317,ルミネ池袋,0060104,中本 一花,011405,004835370330000100001,17000
RC00002749,2025-11-15,002550801101,バックZIPミニマーメイドミニスカパン,75,CML,191,M,00,MD,00,MD,1,11700,0000317,ルミネ池袋,0060104,中本 一花,011405,004835370330000200001,13000
RC00002433,2025-11-23,002550100401,フィットアンドフレアジャケット,08,C.GRY,004,M,00,MD,00,MD,1,17000,0000039,梅田エスト,0060801,中田 実希,010682,004838634950000100001,17000
RC00002529,2025-12-17,002610800301,シャギーチェックミニスカート,10,RED,191,M,00,MD,00,MD,1,12000,0000044,タカシマヤゲートタワーモール,0066701,渡邊 沙也,010815,004848835590000100001,12000
RC00003463,2025-12-24,002560800901,アシメマーメイドスカート,58,NVY,191,M,00,MD,00,MD,1,7000,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004852068060000100001,14000
RC00002977,2025-12-28,002562602301,異素材ラッフルリボンリブニット,61,LVD,099,F,00,MD,00,MD,1,6192,0000329,FCソラリアプラザ,0036401,田中 マリア,891390,004853596050000100001,8600
RC00002977,2025-12-28,002560800101,オリジナルロービングチェックミニスカパン,60,PPL,190,S,00,MD,00,MD,1,9360,0000329,FCソラリアプラザ,0036401,田中 マリア,891390,004853596050000200001,13000
RC00003457,2026-01-06,002552600701,アシメパールチェーンワンショルニット,72,BGE,099,F,00,MD,00,MD,1,4352,0000007,心斎橋OPA,0060302,永野 亜依,891286,004857328820000100001,6800
RC00003457,2026-01-06,002552600701,アシメパールチェーンワンショルニット,09,BLK,099,F,00,MD,00,MD,1,4352,0000007,心斎橋OPA,0060302,永野 亜依,891286,004857328820000200001,6800
RC00003457,2026-01-06,002560100101,2WAYフード付アライドショートダウン,61,LVD,003,S,00,MD,00,MD,1,12320,0000007,心斎橋OPA,0060302,永野 亜依,891286,004857328820000300001,22000
RC00002423,2026-01-12,002560000401,フェイクファー付きアライドロングダウン,09,BLK,004,M,00,MD,00,MD,1,10910,0000407,RC WEB STORE(ZOZOBASE),0090003,,,004860184320000100001,27000
RC00000526,2026-01-22,002552600501,異素材フリルオフショルリブニット,09,BLK,099,F,00,MD,00,MD,1,7120,0000034,天王寺ミオ,0061401,宮本 千優,010732,004863942100000100001,8900
